法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九年六月十八日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律（令和六年法律第五十三号）附則第一条第四号に掲げる規定の施行の日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/20270618_507AC0000000013,○
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律,令和六年法律第六十号,令和六年六月二十一日,令和九年六月二十日,公布の日から起算して三年を超えない範囲内において政令で定める日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/20270620_506AC0000000060,○
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律,令和五年法律第五十三号,令和五年六月十四日,令和十年六月十三日,公布の日から起算して五年を超えない範囲内において政令で定める日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/20280613_505AC0000000053,○
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九十九年十二月二十九日,医療法等の一部を改正する法律（令和七年法律第　　　号）附則第一条第五号に掲げる規定の施行の日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/21171229_507AC0000000013,○
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九十九年十二月三十日,医療法等の一部を改正する法律（令和七年法律第　　　号）附則第一条第九号に掲げる規定の施行の日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/21171230_507AC0000000013,○
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九十九年十二月三十一日,医療法等の一部を改正する法律（令和七年法律第　　　号）附則第一条第十号に掲げる規定の施行の日,342AC0000000023,https://laws.e-gov.go.jp/law/342AC0000000023/21171231_507AC0000000013,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,船舶の再資源化解体の適正な実施に関する法律,平成三十年法律第六十一号,平成三十年六月二十日,令和七年六月二十六日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20250626_430AC0000000061,
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,情報処理の促進に関する法律及び特別会計に関する法律の一部を改正する法律,令和七年法律第三十号,令和七年五月十四日,令和七年八月十三日,公布の日から起算して三月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20250813_507AC0000000030,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,資源循環の促進のための再資源化事業等の高度化に関する法律,令和六年法律第四十一号,令和六年五月二十九日,令和七年十一月二十八日,公布の日から起算して一年六月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20251128_506AC0000000041,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,航空法等の一部を改正する法律,令和七年法律第五十五号,令和七年六月六日,令和七年十二月五日,公布の日から起算して六月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20251205_507AC0000000055,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,地球温暖化対策の推進に関する法律の一部を改正する法律,令和六年法律第五十六号,令和六年六月十九日,令和八年一月一日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260101_506AC0000000056,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,電波法及び放送法の一部を改正する法律,令和七年法律第二十七号,令和七年四月二十五日,令和八年一月二十四日,公布の日から起算して九月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260124_507AC0000000027,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,脱炭素成長型経済構造への円滑な移行の推進に関する法律及び資源の有効な利用の促進に関する法律の一部を改正する法律,令和七年法律第五十二号,令和七年六月四日,令和八年三月三日,公布の日から起算して九月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260303_507AC0000000052,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,労働安全衛生法及び作業環境測定法の一部を改正する法律,令和七年法律第三十三号,令和七年五月十四日,令和八年四月一日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260401_507AC0000000033,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,脱炭素成長型経済構造への円滑な移行の推進に関する法律及び資源の有効な利用の促進に関する法律の一部を改正する法律,令和七年法律第五十二号,令和七年六月四日,令和八年四月一日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260401_507AC0000000052,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,二酸化炭素の貯留事業に関する法律,令和六年法律第三十八号,令和六年五月二十四日,令和八年五月二十三日,公布の日から起算して二年を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260523_506AC0000000038,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,資金決済に関する法律の一部を改正する法律,令和七年法律第六十六号,令和七年六月十三日,令和八年六月十二日,公布の日から起算して一年を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20260612_507AC0000000066,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,労働安全衛生法及び作業環境測定法の一部を改正する法律,令和七年法律第三十三号,令和七年五月十四日,令和八年十月一日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20261001_507AC0000000033,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,事業性融資の推進等に関する法律,令和六年法律第五十二号,令和六年六月十四日,令和八年十二月十三日,公布の日から起算して二年六月を超えない範囲内において政令で定める日,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20261213_506AC0000000052,○
法律,昭和四十二年法律第三十五号,登録免許税法,とうろくめんきょぜいほう,,昭和四十二年六月十二日,高圧ガス保安法等の一部を改正する法律,令和四年法律第七十四号,令和四年六月二十二日,令和八年十二月二十一日,,342AC0000000035,https://laws.e-gov.go.jp/law/342AC0000000035/20261221_504AC0000000074,○
